Page,Date,Post Text,Media Type,Likes,Comments,Shares,Media Link
3Dadept,2024-03-31,"“We are confident that by incorporating the hashtag#3dprinting technology into our production process, we would be able to cater into more markets for Technical Ceramics. We are satisfied with the Installation, Training, and Support extended by Shree Rapid Technologies on behalf of 3DCeram Sinto Sinto,” stated Prathap Kumar, Business Head – Industrial Ceramics Divisionat CUMI.hashtag#additivemanufacturing hashtag#ceramics https://lnkd.in/ea254MQu



…see more",Article,25,0,1 repost,https://3dadept.com/3dceram-to-support-cumi-in-its-ceramic-3d-printing-journey/
3Dadept,2024-03-07,"Last week, we shared a dossier that highlights the importance of implementing an ESG strategy taking into account the legislation that applies to your specific situation. While each company’s hashtag#sustainability journey is unique and may vary depending on its location(s), hashtag#valuechain, hashtag#investors, or partners, there are a couple of pain points that all AM companies can relate to. Have a look below at areas of focus in the application of hashtag#ESG by hashtag#additivemanufacturing companies. Read the full article here and discover the efforts of hashtag#additivemanufacturing companies that have already taken the leap on hashtag#ESG 👉🏽 https://lnkd.in/eYq9qGWzMentions: CASTOR, Siemens Digital Industries Software, Simon Schlagintweit, TÜV SÜD, Prusa Research, Vladimír Víšek



…see more",Unknown,1,0,2 reposts,None
3Dadept,2024-03-07,"hashtag#ESG is both simple and complex. To avoid drowning in the sea of information the Internet can offer, we sat down with three lawyers from Squire Patton Boggs: Dr. Dr. Andreas Fillmann, Wolfgang A. Maschek and Valerio Giovannini. Together, they helped us answer these 4 important questions 👇 that provide a path for hashtag#additivemanufacturing companies to take the leap on this journey.Access the FULL article 👉 https://lnkd.in/eGGv5hDd hashtag#sustainability hashtag#governance hashtag#social hashtag#DEI hashtag#environment



…see more",Unknown,9,0,4 reposts,None
3Dadept,2024-03-31,"A recent communication from machine manufacturer Solukon Maschinenbau GmbH sheds light on a hashtag#space company that develops 100% reusable rockets. Named Stoke Space, the company headquartered in Kent, Washington joins the New Space era with the goal of delivering low-cost, on-demand access to and from any orbit.To do so, it bets on AM to design and manufacture hashtag#copper thrust chambers. Given their complex inner structures (regenerative cooling channels and built-in manifolds), it’s often difficult to achieve a reliable depowdering process of the 3D printed parts. That's where Solukon’s SFM-AT800-S comes into play. Mentions: Zachary Sander - Andreas Hartmann hashtag#space hashtag#depowdering hashtag#additivemanufacturing https://lnkd.in/ed5SBErs



…see more",Article,6,0,0,https://3dadept.com/stoke-space-bets-on-solukon-to-address-depowdering-challenge-of-3d-printed-copper-thrust-chambers/
3Dadept,2024-03-24,"Westinghouse Electric Company continues to lead the way for the integration of hashtag#additivemanufacturing in the hashtag#nuclear industry. The AM flow plates we are referring to today, are installed in VVER-440 fuel assemblies, enabling a redesign of the assemblies’ bottom part which results in a more robust performance.Mentions: Lou Martinez Sancho, MSc, MBBhttps://lnkd.in/eGKYq2Bb



…see more",Article,6,0,1 repost,https://3dadept.com/new-milestone-for-the-use-of-am-in-the-nuclear-industry-westinghouse-3d-prints-its-1000th-fuel-flow-plate/
3Dadept,2024-03-24,"“ hashtag#additivemanufacturing and the new one-kilowatt technology allow us to design and manufacture copper inductor applications that are more capable, durable and now produced in one piece with no soldering points,” said Thomas Corell, managing director at GBZ Mannheim GmbH & Co.KG Mannheim. “The core elements of inductor applications are now integrated in a single build, and the results are much higher optimization of the cooling channels, lower power consumption during the product lifecycle, and we are seeing great reproducibility on the production-side of things.”Meet EOS M 290 1kW below 👇hashtag#metal hashtag#3dprinting https://lnkd.in/euECQz-g



…see more",Article,17,0,3 reposts,https://3dadept.com/eos-develops-new-metal-3d-printer-based-on-lpbf/
3Dadept,2024-02-07,"Reflection regarding the role of trade media is of paramount importance with the growing number of newcomers that turn stealth mode off in the AM industry.As a matter of fact, one of the common threads across our conversations last year was the importance of trade media for companies in developing their company. As we continuously reflect on the way we work, and what we should do better, we highlight below 5 reasons why you should work with trade media.Read the full article here 👉 https://lnkd.in/ezCBXdGr hashtag#additivemanufacturing hashtag#trademedia hashtag#industry hashtag#3dprint hashtag#3dprinting



…see more",Unknown,6,0,2 reposts,None
3Dadept,2024-03-31,"“A year ago, it took an hour for AI models to generate hashtag#3Dvisuals of this quality — and the current state of the art is now around 10 to 12 seconds,” said Sanja Fidler, vice president of AI research at NVIDIA, whose Toronto-based AI lab team developed hashtag#LATTE3D. “We can now produce results an order of magnitude faster, putting near-real-time text-to-3D generation within reach for creators across hashtag#industries.”hashtag#software hashtag#research hashtag#3dmodelshttps://lnkd.in/ectu8Wpa



…see more",Article,12,0,2 reposts,https://3dadept.com/nvidias-latte3d-model-transforms-text-into-3d-generative-ai-model/
3Dadept,2024-03-24,"LEAP 71 and Solideon have been collaborating for the past year to interface between LEAP 71’s proprietary Computational Engineering Models (CEM), which are generative frameworks for building sophisticated physical objects, and Solideon’s large-size collaborative robotic metal manufacturing technology, hashtag#Aperture.hashtag#additivemanufacturing hashtag#robotic hashtag#computationalengineering hashtag#software Josefine Lissner - Oluseun Taiwohttps://lnkd.in/eus5Qcn2



…see more",Article,27,0,0,https://3dadept.com/enabling-off-planet-production-solideon-and-leap-71-to-develop-large-scale-3d-printed-space-hardware/
3Dadept,2024-03-24,"The new system would complement the hashtag#PostPro SFX’s (AMT’s desktop chemical vapor smoothing system) by enabling cleaning for hashtag#3dprinted parts in a cost-effective and compact form. Read more about AMT PostPro 👇 hashtag#additivemanufacturing hashtag#depowderinghttps://lnkd.in/e_bKCbCB



…see more",Article,19,0,2 reposts,https://3dadept.com/amt-unveils-depowdering-system-for-non-industrial-3d-printing-market-segment/
3Dadept,2024-03-31,"Described as a ""world's first"", this hashtag#powder would create opportunities for those who are looking to 3D print hashtag#steel without hashtag#fossil carbon dioxide emissions. It would combine the properties of SSAB’s high-strength steel with the light structural possibilities of hashtag#3dprinting. Read more about SSAB's emission-free steel powder below 👇hashtag#additivemanufacturing hashtag#materials Johnny Sjöströmhttps://lnkd.in/eiXvnGjD



…see more",Article,4,0,0,https://3dadept.com/ssab-unveils-an-emission-free-steel-powder-for-additive-manufacturing/
3Dadept,2024-03-17,"Lukas Hoppe, Research & Development Director at Meltio states: “The Meltio M600 for us was really the next logical step on our continuous journey towards mass adoption of Wire-Laser DED, the process all Meltio systems are based on. We began this work in earnest in 2019 when we started to leave the prototyping space with the launch of the Meltio M450. After learning from and improving the technology for three years, the time was finally ripe for us to work on the next system. Our goal with the Meltio M600 was to strike the right balance between machine size, cost, and productivity while being uncompromising on quality, reliability, and ease of use. To achieve this, we developed every single part of the machine from scratch to take the hashtag#technology to the next level, based on the learnings of having manufactured and installed over 300 Laser DED machines.”  Meet the Meltio M600 👇hashtag#3dprinter hashtag#BlueLaserhttps://lnkd.in/eisk8PRq



…see more",Article,43,0,5 reposts,https://3dadept.com/meltio-unveils-new-metal-3d-printer-with-a-blue-laser-deposition-head/
3Dadept,2024-03-17,"MIMO Technik, LEAP 71 and ASTRO Test Lab signed an agreement at hashtag#AMUG2024 to create an end-to-end workflow for the design, manufacturing, and validation of computationally engineered products primarily in hashtag#aerospace. Even though aerospace is a key focus, this workflow will also benefit to those who work in hashtag#mobility, hashtag#heating and hashtag#cooling. Read more below 👇Mentions: Josefine Lissner, Jonathan Aaron Cohen, Humna Khanhashtag#additivemanufacturing https://lnkd.in/eMWrNvqi



…see more",Article,31,0,3 reposts,https://3dadept.com/mimo-technik-astro-test-lab-to-leverage-leap-71s-computational-engineering-models-for-aerospace-am/
3Dadept,2024-03-17,"Developed for both hashtag#additivemanufacturing and hashtag#MIM, this metal powder is manufactured by hashtag#InertGasAtomization (IGA), producing a powder with a spherical morphology which provides good flow characteristics and high packing hashtag#density.hashtag#powder Mentions: Eleonora Bettinihttps://lnkd.in/e6avyWmh



…see more",Article,1,0,1 repost,https://3dadept.com/sandvik-unveils-new-copper-based-alloy-designed-for-am-mim/
3Dadept,2024-03-17,"“One of the main challenges in the hashtag#manufacturing industry, and especially the US today, is the talent shortage, which is holding companies back from scaling to fulfill fast-growing demand in the market,” said Omar Fergani, CEO and Co-founder of 1000 Kelvin. “Our AI co-pilot hashtag#AMAIZE is an enabler to overcoming this hurdle, helping companies secure their know-how.”AMAIZE is publicly available to download today from the Autodesk App Store.hashtag#additivemanufacturing - Dr. Katharina Eissing hashtag#AI hashtag#software hashtag#AMUG2024https://lnkd.in/eFBRJQCj



…see more",Article,11,0,0,https://3dadept.com/1000-kelvins-ai-co-pilot-for-additive-manufacturing-is-available-in-the-autodesk-app-store/
3Dadept,2024-03-17,"Because AMUG (Additive Manufacturing Users Group) is truly a one-of-a-kind event, the organization continues to reflect its dedication to one-of-a-kind innovators. This year, Greg Morris will be the recipient of this esteemed “Innovators Award”, and it took a conversation with him to understand his numerous achievements. Interestingly, that conversation goes beyond his journey to encompass the adoption of hashtag#additivemanufacturing technologies across vertical industries and the future of Zeda.hashtag#innovation hashtag#AMUG2024https://lnkd.in/eN6damjV



…see more",Article,13,0,0,https://3dadept.com/greg-morris-the-amug-innovations-award-winner-on-his-journey-the-adoption-of-am-across-industries-and-the-future-of-zeda/
3Dadept,2024-03-17,"qualloy aims to make purchasing metal powders cheaper and more transparent, by providing a user-friendly platform that connects buyers with certified suppliers from around the globe.hashtag#additivemanufacturing hashtag#metal hashtag#powders Mentions: Yannik Wilkens, Dr. Tobias Brune and @Daniel Hariri https://lnkd.in/eFt5FZzt



…see more",Article,11,0,4 reposts,https://3dadept.com/qualloy-officially-launches-a-marketplace-for-metal-3d-printing-powders/
3Dadept,2024-03-17,"While hashtag#aerospace hashtag#additivemanufacturing has been the foundation of this new hashtag#toolkit, it should be noted that the solution would be ideal for all regulated industries seeking to advance AM to meet critical use hashtag#applications – that is medical, energy and more. Discover the key specifications of  “True Layer Thickness” 👇. Phase3D hashtag#AMUG2024 https://lnkd.in/erEJPh6z



…see more",Article,7,0,0,http://3dadept.com/new-tool-from-phase3d-can-measure-the-quantity-of-metal-3d-printing-powder-spread-across-the-build-area/
3Dadept,2024-02-07,"Once per year, we sit down to assess some of the key insights we collected from our conversations with OEMs using AM and from (potential) users of the technology at trade shows we visited. Doing that enables us to determine issues or solutions that are common to industries. One thing we learned from last year’s insights is that the need to qualify and certify 3D printed parts remains a barrier to more extensive use of AM across platforms. Truth be told, the conversation about “hashtag#qualification” and hashtag#certification” is not a new one at 3D ADEPT (3DA) Media but as this hashtag#technology is entering a maturation stage, there is a need to document and characterize qualification efforts, (to attempt) to provide a framework that could help hashtag#industries. That's what we did below 👇 - with contributions from Chuck Nostedt ( Jabil) and John Barnes ( The Barnes Global Advisors) hashtag#additivemanufacturing hashtag#TBH hashtag#3DAdeptMag



…see more",Article,22,0,4 reposts,https://3dadept.com/dossier-qualification-of-3d-printed-parts-what-why-when-and-most-importantly-how/
3Dadept,2024-01-07,"Traditional hashtag#monitoring methods include thermal imaging and machine learning algorithms, which may lead to different interpretations or elusive precision manufacturing.According to a research team from the Laboratory of Thermomechanical Metallurgy (LMTM) at EPFL’s School of Engineering, it would be possible to detect defects in real-time based on the differences in the sound the printer makes during a flawless print and one with irregularities. hashtag#3dprinter hashtag#metal hashtag#3dprinting



…see more",Article,0,0,0,https://3dadept.com/identifying-defects-by-listening-for-them-as-they-occur-in-a-metal-3d-printer/
3Dadept,2024-03-07,"INFINAM® ST 6100 L from Evonik High Performance Polymers is the hashtag#material at the heart of this new partnership with Desktop Metal . The hashtag#photopolymer features an ultimate tensile strength (UTS) of 90 MPa, flexural stress of 135 MPa, and heat deflection temperature (HDT) of 120 °C.  It also delivers exceptional accuracy, surface finish, and resistance to many chemicals and UV degradation. Here are the reasons 👇why it's a great fit for the hashtag#ETEC Xtreme 8K and the Pro XL hashtag#3dprinters. hashtag#additivemanufacturing Mentions: Walter Voit - Vitor Lavinihttps://lnkd.in/enffkwJp



…see more",Article,9,0,1 repost,https://3dadept.com/desktop-metal-qualifies-evonik-3d-printing-materials-for-its-etec-3d-printers/
3Dadept,2024-03-07,"Across the world, several organizations have been exploring the use of hashtag#3dprinting for breast hashtag#implants. While several developments are still in progress, the common thread across these research projects is to provide personalized, precise, and accessible solutions.Researchers from the University of East Anglia (UEA) are the latest research team that has decided to explore the use of 3D printing for breast reconstruction and breast-conserving surgeries. Here is how their research is going 👇hashtag#breast hashtag#surgeryhttps://lnkd.in/eTdzixST



…see more",Article,3,0,0,https://3dadept.com/when-3d-printing-helps-to-enhance-breast-reconstruction-surgery/
3Dadept,2024-03-07,"Nick Allen, CEO of 3DPRINTUK, commented: “Achieving ISO 14001 is a proud moment for us as a team. This formalized certification builds upon the existing efforts by the whole team for environmental management, which we have committed to on our Road to Net Zero. This rigorous and independent assessment of the company’s environmental management system really underlines our commitment to environmental issues and further demands continuous improvement.”hashtag#environment hashtag#additivemanufacturing hashtag#certification https://lnkd.in/ed3WruwJ



…see more",Article,0,0,0,https://3dadept.com/3dprintuk-achieves-iso-14001-accreditation/
3Dadept,2024-03-07,"The story goes that AMUG (Additive Manufacturing Users Group) started in 1988 with just a handful of people meeting to share knowledge of hashtag#3dprinting. At the time, the founding industry users group was called 3D Systems North American Stereolithography Users Group, users group solely focused on the advancement of stereolithography (SL) use with the owners and operators of 3D Systems Corporation’ equipment. Today, AMUG educates and supports users of all hashtag#additivemanufacturing technologies. And the best part is, while AM companies can provide support in the organization of the event, this “open space” style has allowed users to shape the development of hardware, software, materials, and applications based on their needs.To help the industry prepare for the 2024 edition of this important event for the AM community, we asked Shannon VanDeren (AMUG 🦕), President of AMUG, to share the highlights of their 2023 event and what will make their event worthy to be attended in 2024. Read more 👇hashtag#Event hashtag#Chicago hashtag#USAhttps://lnkd.in/ePUmWu8s



…see more",Article,21,0,3 reposts,https://3dadept.com/shanon-vanderen-president-of-amug-on-what-to-expect-from-amug-2024/
3Dadept,2024-03-07,"Remember when we said that the adoption of hashtag#additivemanufacturing is different from one continent to another? Well, ceramic 3D printing company Lithoz shares an example that illustrates this statement today. 👇Mention: @Dr. Johannes Homa - hashtag#ceramics hashtag#Japan AS ONE, Mitsui Kinzoku and Yugyōkuen Ceramicshttps://lnkd.in/exusQcEZ



…see more",Article,13,0,2 reposts,https://3dadept.com/lithoz-creates-japanese-technology-network-for-3d-printed-high-performance-ceramics/
3Dadept,2024-03-07,"To withstand the extreme loads, vibrations and shocks of launch without failure, it is of paramount importance that launch vehicles benefit from scalable production of low-weight and high-strength structures and parts.To meet this requirement, the team behind the hashtag#iLAuNCH Trailblazer project will use hashtag#carbon hashtag#composite technology to reduce hashtag#satellite mass. To do so, they will rely on hashtag#additivemanufacturing to develop large-scale carbon composite structures for hashtag#rockets. A timely research to demonstrate the different alternatives to hashtag#metal hashtag#additivemanufacturing in the hashtag#space industry. Read more below 👇🏾New Frontier Technologies - The Australian National University - @Australian Advanced Instrumentation Centre - Darin Lovett - Paul Compston - hashtag#Australia https://lnkd.in/eCxywi8p



…see more",Article,2,0,0,https://3dadept.com/the-ilaunch-project-team-relies-on-am-of-large-scale-composite-structures-to-build-a-rocket/
3Dadept,2024-03-07,"As part of this collaboration, 1000 Kelvin AI-driven hashtag#software will be integrated into the EOS software suite enabling users to streamline their design processes, reducing up to 80% of hashtag#engineering costs and accelerating the fabrication of new hashtag#3dprinted products.Mentions: Martin Steuer - Omar Fergani - hashtag#additivemanufacturing hashtag#software https://lnkd.in/eSz66VzW



…see more",Article,2,0,0,https://3dadept.com/1000-kelvin-integrates-its-am-software-into-the-eos-software-suite/
3Dadept,2024-03-07,"“We believe that ADDiTEC Racing will not only showcase our technological prowess but also serve as a catalyst for accelerating our presence in the automotive sector,” said Brian Matthews, CEO at ADDiTEC. “By competing at the highest level of hashtag#motorsports and demonstrating the capabilities of our hashtag#additivemanufacturing solutions, we aim to raise awareness and drive adoption of our technology within the industry.”Meet hashtag#ADDiTECRacing 👇https://lnkd.in/eRQWXa4z



…see more",Article,16,0,2 reposts,https://3dadept.com/additecs-new-division-leverages-its-expertise-in-additive-manufacturing/
3Dadept,2024-03-07,"Belotti SpA, a CNC machining solutions pioneer has announced the integration of ADAXIS’s AdaOne hashtag#software into its hashtag#BEAD large format hashtag#additivemanufacturing systems for tooling and molds. Those machines have been developed in collaboration with CEAD Group, a large-format AM system developer.Mentions: Emil Johansson - Alberto Rigantihttps://lnkd.in/epQZR9ku



…see more",Article,27,0,1 repost,https://3dadept.com/belotti-integrates-bead-into-adaone-software-from-adaxis-facilitating-am-for-tooling-and-molds/
3Dadept,2024-03-07,"Caracol AM, a developer of industrial large-format hashtag#3dprinting systems, is working with Airtech Advanced Materials Group and CMS SpA, part of Scm Group to enhance specific areas of the large-format hashtag#3dprinting process. The collaboration with Airtech Advanced Materials Group focuses on hashtag#materials while the collaboration with hashtag#CMS focuses on hashtag#robotics. Read more below 👇https://lnkd.in/eH_9P6Vc



…see more",Article,3,0,0,https://3dadept.com/caracol-partners-with-airtech-and-cms-to-enhance-specific-areas-of-large-format-3d-printing/
3Dadept,2024-03-07,"Massivit 3D Printing Technologies Ltd., a provider of industrial 3D printing systems, partners with Sika Deutschland GmbH  – a global specialty chemicals producer – to bring to market co-branded specialized hashtag#resins for high-speed hashtag#tooling.hashtag#3dprinting hashtag#materials https://lnkd.in/ey_RxERK



…see more",Article,7,0,2 reposts,https://3dadept.com/massivit-unveils-new-3d-printing-materials-co-branded-by-sika/
3Dadept,2024-03-07,"With a fleet of about 25 hashtag#3dprinters across 10 different teams in six different countries, ERIKS uses FDM hashtag#3dprinting for rapid prototyping and small series production, where cost-effectiveness and speed play crucial roles. Over time, the company has embraced the use of 3D printing for end-use parts, leveraging a variety of materials to meet specific requirements such as heat resistance, hashtag#food safety, or EMD hashtag#safety. Read more below on their progression  👇Mentions: trinckle - UltiMaker - Job van de Sande - Jan Brabanderhttps://lnkd.in/e5tZ7MmZ



…see more",Article,17,0,0,https://3dadept.com/eriks-relies-on-ultimaker-to-create-food-safe-3d-printed-parts/
3Dadept,2024-03-07,"Prototal | UK has always been recognized as a competent partner in the manufacture of hashtag#polymer components. With CA Models Limited, the company will now be able to provide hashtag#metal hashtag#additivemanufacturing services along with 5-axis CNC machining, CNC turning, EDM wire erosion, CMM inspection, 3D scanning and other types of polymer additive manufacturing such as SLA and SLS, requiring highly intricate model making skills.Mentions: Gregory Campbell - Jan Löfving hashtag#acquisitionhttps://lnkd.in/e9DGmn9T



…see more",Article,25,0,1 repost,https://3dadept.com/3d-printing-service-bureau-prototal-acquires-ca-models/
3Dadept,2024-03-07,"This announcement is the first Evonik High Performance Polymers made since the beginning of 2024 – after a year marked by key collaborations with both hashtag#material producers and hashtag#3dprinter manufacturers and the demonstration of the capabilities of its materials across key applications. Read more below 👇hashtag#additivemanufacturing Mentions: Dominic Stoerkle - Vitor Lavinihttps://lnkd.in/emPiaa_4



…see more",Article,3,0,1 repost,https://3dadept.com/evonik-launches-new-photopolymer-for-dlp-3d-printing/
